session_id,customer_id,session_date,day_of_week,hour,season,customer_age,gender,income_level,city_tier,device,acquisition_channel,customer_segment,previous_orders,days_since_last_order,session_duration_min,pages_viewed,products_viewed,searches,add_to_cart,cart_items,wishlist_added,discount_exposed,discount_pct,free_shipping,campaign_exposed,campaign_type,offer_type,offer_value,estimated_delivery_days,delivery_delay_days,customer_rating_history,payment_method,category,price_band,items_purchased,purchase,order_value,returned,return_days,customer_satisfaction,profit_margin_pct,repeat_customer,high_intent_session,engagement_score,discount_dependency,cart_conversion,customer_total_spend,customer_avg_order_value,customer_return_rate,customer_value_segment,time_since_previous_purchase_days,next_purchase_days
SESS1000019,CUST117464,2024-08-17,Saturday,21,Monsoon,35,Female,High,Tier 2,Mobile,Paid Search,New,0,,3.14,5,4,1,True,1,False,False,0.0,True,False,None,None,0.0,3,0,4.7,Debit Card,Fashion,Value,0,False,0.0,False,0,,,False,False,22.1,0.0,0.0,12841.68,12841.68,0.0,High Value,,57.8
SESS1000020,CUST117405,2025-07-15,Tuesday,21,Monsoon,38,Female,Upper-Middle,Tier 1,Mobile,Social Media,Regular,3,18.0,4.15,1,1,1,False,0,False,False,0.0,False,False,None,None,0.0,4,0,4.0,Debit Card,Sports & Fitness,Value,0,False,0.0,False,0,,,True,False,5.2,0.0,,0.0,0.0,0.0,No Purchase Yet,18.0,29.1
SESS1000021,CUST101657,2025-04-24,Thursday,23,Spring,18,Female,Upper-Middle,Tier 2,Mobile,Organic Search,New,0,,5.08,3,0,2,False,0,False,False,0.0,False,False,None,None,0.0,5,0,4.0,Credit Card,Footwear,Budget,0,False,0.0,False,0,,,False,False,7.8,0.0,,660.58,660.58,0.0,Mid Value,,2.6
SESS1000022,CUST103140,2024-06-07,Friday,17,Summer,31,Male,Upper-Middle,Tier 2,Mobile,Direct,Occasional,2,350.0,4.41,2,0,2,False,0,False,False,0.0,False,False,None,None,0.0,4,4,3.5,Cash on Delivery,Home & Kitchen,Premium,0,False,0.0,False,0,,,True,False,6.4,0.0,,0.0,0.0,0.0,No Purchase Yet,350.0,147.3
SESS1000023,CUST114339,2025-05-24,Saturday,19,Summer,47,Male,Low,Tier 3,Mobile,Direct,New,0,,3.81,1,1,0,False,0,True,True,9.0,True,True,Seasonal Sale,Buy One Get One,440.0,3,3,4.5,Cash on Delivery,Grocery,Budget,0,False,0.0,False,0,,,False,False,3.5,0.564,,180.09,180.09,0.0,Low Value,,19.8
SESS1000024,CUST109636,2025-07-06,Sunday,12,Monsoon,25,Female,Upper-Middle,Tier 1,Mobile,Social Media,Regular,6,49.0,5.72,9,5,1,True,2,False,False,0.0,False,False,None,None,0.0,5,2,3.3,Credit Card,Footwear,Premium,1,True,921.53,False,0,4.4,18.52,True,True,28.7,0.0,1.0,921.53,921.53,0.0,Mid Value,49.0,9.0
SESS1000025,CUST123234,2025-07-25,Friday,19,Monsoon,32,Male,Low,Tier 1,Mobile,Paid Search,Occasional,1,6.0,4.5,3,3,4,True,5,False,False,0.0,False,False,None,None,0.0,3,0,4.2,UPI,Beauty & Personal Care,Budget,0,False,0.0,False,0,,,True,False,24.4,0.0,0.0,0.0,0.0,0.0,No Purchase Yet,6.0,25.8
SESS1000026,CUST121258,2024-08-08,Thursday,19,Monsoon,47,Male,Upper-Middle,Tier 3,Desktop,Organic Search,Occasional,1,100.0,3.3,3,2,1,False,0,False,False,0.0,False,True,New Launch,Percentage Off,190.0,5,0,4.3,Net Banking,Home & Kitchen,Premium,1,True,994.22,True,14,2.6,15.03,True,False,7.8,0.0,,27577.7,9192.57,0.333,High Value,100.0,50.7
SESS1000027,CUST118480,2025-09-20,Saturday,12,Festive Lead-in,18,Female,Lower-Middle,Tier 1,Mobile,Affiliate,Occasional,1,29.0,4.8,5,3,1,True,1,False,False,0.0,False,False,None,None,0.0,5,0,3.9,UPI,Grocery,Budget,0,False,0.0,False,0,,,True,False,21.9,0.0,0.0,0.0,0.0,0.0,No Purchase Yet,29.0,112.6
SESS1000028,CUST101487,2024-06-17,Monday,17,Summer,19,Female,High,Tier 2,Tablet,Social Media,Regular,4,141.0,4.55,9,3,2,True,2,False,False,0.0,False,False,None,None,0.0,2,0,5.0,UPI,Mobiles,Luxury,0,False,0.0,False,0,,,True,False,26.8,0.0,0.0,0.0,0.0,0.0,No Purchase Yet,141.0,8.2
SESS1000029,CUST117564,2024-02-26,Monday,19,Winter Sale,46,Female,Upper-Middle,Tier 2,Mobile,Organic Search,Regular,5,49.0,3.77,6,5,0,False,0,True,True,29.0,True,True,Loyalty Reward,Buy One Get One,154.0,5,0,4.1,Wallet,Books & Stationery,Budget,0,False,0.0,False,0,,,True,False,13.2,0.707,,0.0,0.0,0.0,No Purchase Yet,49.0,35.0
SESS1000030,CUST114286,2025-01-25,Saturday,18,Winter Sale,53,Female,Lower-Middle,Tier 1,Mobile,Paid Search,Regular,3,9.0,9.27,8,4,3,False,0,True,False,0.0,False,True,New Launch,Cashback,167.0,4,7,4.6,UPI,Fashion,Budget,1,True,561.83,False,0,4.3,21.79,True,False,21.8,0.0,,42981.62,4775.74,0.111,High Value,9.0,29.9
SESS1000031,CUST108453,2024-05-18,Saturday,19,Summer,38,Male,High,Tier 1,Mobile,Paid Search,Regular,5,37.0,1.94,3,0,2,False,0,False,False,0.0,False,False,None,None,0.0,4,0,3.7,UPI,Beauty & Personal Care,Budget,0,False,0.0,False,0,,,True,False,5.8,0.0,,0.0,0.0,0.0,No Purchase Yet,37.0,15.3
SESS1000032,CUST106759,2025-07-14,Monday,22,Monsoon,48,Male,High,Tier 1,Mobile,Paid Search,Occasional,2,20.0,4.61,5,2,0,False,0,True,False,0.0,False,False,None,None,0.0,2,0,3.4,Debit Card,Fashion,Value,0,False,0.0,False,0,,,True,False,8.9,0.0,,6440.4,6440.4,0.0,High Value,20.0,34.2
SESS1000033,CUST121691,2024-08-25,Sunday,12,Monsoon,24,Female,Upper-Middle,Tier 1,Mobile,Social Media,New,0,,2.26,5,4,4,False,0,True,False,0.0,False,True,Seasonal Sale,Free Gift,453.0,3,0,4.2,UPI,Books & Stationery,Budget,0,False,0.0,False,0,,,False,False,16.1,0.0,,0.0,0.0,0.0,No Purchase Yet,,172.3
SESS1000034,CUST121972,2024-05-31,Friday,14,Summer,18,Female,Upper-Middle,Tier 3,Mobile,Direct,Occasional,1,41.0,2.6,2,0,2,False,0,False,True,5.0,True,False,None,None,0.0,2,0,4.8,Credit Card,Home & Kitchen,Premium,0,False,0.0,False,0,,,True,False,5.3,0.536,,18349.39,18349.39,0.0,High Value,41.0,98.2
SESS1000035,CUST110042,2024-04-22,Monday,9,Spring,38,Male,Lower-Middle,Tier 1,Mobile,Direct,Occasional,1,57.0,5.73,3,0,0,False,0,False,False,0.0,False,False,None,None,0.0,4,2,3.4,Net Banking,Beauty & Personal Care,Budget,0,False,0.0,False,0,,,True,False,5.2,0.0,,0.0,0.0,0.0,No Purchase Yet,57.0,1.8
SESS1000036,CUST122674,2024-11-06,Wednesday,20,Festive Season,28,Male,Low,Tier 1,Mobile,Direct,Occasional,2,58.0,3.24,5,3,0,False,0,False,False,0.0,False,False,None,None,0.0,5,0,4.3,Debit Card,Fashion,Budget,3,True,2336.7,False,0,5.0,24.67,True,False,9.4,0.0,,2511.7,1255.85,0.0,Mid Value,58.0,40.2
SESS1000037,CUST114348,2025-10-25,Saturday,9,Festive Season,40,Male,High,Tier 2,Mobile,Social Media,Occasional,2,239.0,3.88,2,0,1,True,2,True,True,26.0,True,True,Loyalty Reward,Buy One Get One,158.0,3,0,4.0,UPI,Mobiles,Luxury,1,True,20100.87,False,0,4.6,18.41,True,False,14.6,0.686,1.0,23106.92,11553.46,0.0,High Value,239.0,3.2
SESS1000038,CUST112441,2025-06-14,Saturday,17,Summer,37,Male,Upper-Middle,Tier 1,Desktop,Paid Search,Regular,3,9.0,3.45,8,4,2,True,2,False,False,0.0,True,False,None,None,0.0,7,0,4.1,Credit Card,Beauty & Personal Care,Budget,1,True,668.14,False,0,5.0,25.94,True,False,26.5,0.0,1.0,2958.0,986.0,0.333,Mid Value,9.0,1.1
SESS1000039,CUST113863,2024-03-05,Tuesday,17,Spring,41,Female,Upper-Middle,Tier 2,Mobile,Organic Search,Occasional,2,82.0,7.53,3,0,2,False,0,False,False,0.0,True,False,None,None,0.0,7,0,4.1,Wallet,Home & Kitchen,Value,0,False,0.0,False,0,,,True,False,9.4,0.0,,12729.21,3182.3,0.0,High Value,82.0,14.3
SESS1000040,CUST119591,2025-11-03,Monday,21,Festive Season,41,Female,High,Tier 1,Mobile,Paid Search,Regular,5,13.0,5.08,4,3,0,False,0,True,False,0.0,False,False,None,None,0.0,3,0,4.7,UPI,Mobiles,Luxury,0,False,0.0,False,0,,,True,False,9.6,0.0,,8119.33,4059.66,0.5,High Value,13.0,2.0
SESS1000041,CUST100063,2025-08-23,Saturday,21,Monsoon,38,Male,High,Tier 3,Desktop,Social Media,Regular,3,96.0,4.42,4,2,2,True,1,False,True,33.0,True,False,None,None,0.0,3,5,3.5,UPI,Books & Stationery,Budget,0,False,0.0,False,0,,,True,False,20.9,0.736,0.0,0.0,0.0,0.0,No Purchase Yet,96.0,5.7
SESS1000042,CUST105626,2025-11-04,Tuesday,17,Festive Season,37,Female,Upper-Middle,Tier 3,Mobile,Affiliate,Occasional,2,24.0,2.61,5,2,3,False,0,False,True,16.0,False,True,New Launch,Percentage Off,192.0,3,0,3.5,Debit Card,Mobiles,Premium,0,False,0.0,False,0,,,True,False,12.1,0.614,,2565.74,1282.87,0.0,Mid Value,24.0,89.7
SESS1000043,CUST112339,2025-12-05,Friday,15,Winter Sale,45,Female,Low,Tier 1,Mobile,Social Media,Regular,4,41.0,6.82,9,5,2,True,1,False,True,22.0,False,True,Loyalty Reward,Buy One Get One,30.0,5,0,4.3,Wallet,Fashion,Budget,0,False,0.0,False,0,,,True,True,30.9,0.657,0.0,0.0,0.0,0.0,No Purchase Yet,41.0,50.9
SESS1000044,CUST119221,2024-06-13,Thursday,21,Summer,32,Male,Upper-Middle,Tier 2,Mobile,Email,Regular,3,20.0,3.24,2,1,0,False,0,False,True,16.0,False,False,None,None,0.0,4,0,4.6,Cash on Delivery,Books & Stationery,Budget,0,False,0.0,False,0,,,True,False,4.0,0.614,,783.05,783.05,0.0,Mid Value,20.0,2.3
SESS1000045,CUST105314,2024-11-23,Saturday,6,Festive Season,32,Male,Lower-Middle,Tier 3,Desktop,Organic Search,Occasional,2,21.0,5.11,4,2,4,False,0,True,False,0.0,False,True,Seasonal Sale,Free Gift,264.0,5,0,4.3,UPI,Toys & Baby,Budget,1,True,502.92,False,0,4.5,20.16,True,False,14.3,0.0,,502.92,502.92,0.0,Mid Value,21.0,43.6
SESS1000046,CUST116778,2025-01-27,Monday,16,Winter Sale,33,Female,High,Tier 2,Mobile,Social Media,Regular,6,174.0,5.35,8,3,2,False,0,False,False,0.0,False,False,None,None,0.0,2,0,4.1,Cash on Delivery,Home & Kitchen,Premium,0,False,0.0,False,0,,,True,False,16.4,0.0,,835.02,417.51,0.0,Mid Value,174.0,31.0
SESS1000047,CUST116991,2024-03-17,Sunday,19,Spring,46,Female,Low,Tier 2,Mobile,Social Media,Regular,5,23.0,6.4,4,2,2,False,0,False,False,0.0,False,False,None,None,0.0,3,0,4.6,Credit Card,Toys & Baby,Budget,0,False,0.0,False,0,,,True,False,12.2,0.0,,8471.2,8471.2,1.0,High Value,23.0,8.9
SESS1000048,CUST108843,2024-04-14,Sunday,16,Spring,41,Female,Low,Tier 3,Mobile,Paid Search,Occasional,1,440.0,3.29,4,1,2,True,1,False,True,14.0,False,False,None,None,0.0,4,4,3.9,Credit Card,Grocery,Budget,0,False,0.0,False,0,,,True,False,18.9,0.6,0.0,0.0,0.0,0.0,No Purchase Yet,440.0,19.3
SESS1000049,CUST110239,2024-01-18,Thursday,21,Winter Sale,40,Male,High,Tier 1,Desktop,Paid Search,Occasional,2,131.0,12.05,8,4,3,False,0,False,True,13.0,True,True,Loyalty Reward,Free Gift,337.0,1,0,5.0,Cash on Delivery,Beauty & Personal Care,Budget,1,True,1329.4,False,0,4.5,26.67,True,False,23.6,0.593,,1329.4,1329.4,0.0,Mid Value,131.0,7.9
SESS1000050,CUST111576,2024-10-21,Monday,20,Festive Season,38,Male,Lower-Middle,Tier 2,Mobile,Social Media,Occasional,1,62.0,4.11,2,0,3,False,0,False,False,0.0,False,False,None,None,0.0,3,0,5.0,Wallet,Sports & Fitness,Budget,0,False,0.0,False,0,,,True,False,7.7,0.0,,0.0,0.0,0.0,No Purchase Yet,62.0,8.2
SESS1000051,CUST108055,2024-10-26,Saturday,18,Festive Season,34,Female,High,Tier 2,Mobile,Organic Search,Occasional,1,97.0,3.82,3,1,2,False,0,False,False,0.0,False,False,None,None,0.0,7,0,4.6,Debit Card,Books & Stationery,Budget,0,False,0.0,False,0,,,True,False,8.3,0.0,,2547.04,2547.04,0.0,Mid Value,97.0,14.4
SESS1000052,CUST117844,2024-02-28,Wednesday,12,Winter Sale,46,Male,Lower-Middle,Tier 2,Mobile,Organic Search,Occasional,1,225.0,6.01,7,4,1,False,0,False,True,25.0,False,True,Clearance,Buy One Get One,301.0,2,0,4.2,UPI,Grocery,Budget,0,False,0.0,False,0,,,True,False,15.8,0.679,,0.0,0.0,0.0,No Purchase Yet,225.0,0.4
SESS1000053,CUST121340,2025-07-01,Tuesday,23,Monsoon,35,Male,High,Tier 2,Desktop,Paid Search,Occasional,2,193.0,4.23,3,1,1,False,0,False,False,0.0,True,True,Clearance,Buy One Get One,28.0,4,0,4.2,UPI,Electronics,Premium,0,False,0.0,False,0,,,True,False,7.1,0.0,,5617.22,2808.61,0.0,Mid Value,193.0,44.6
SESS1000054,CUST104699,2024-08-23,Friday,19,Monsoon,33,Male,High,Tier 2,Mobile,Affiliate,Occasional,1,244.0,6.44,7,3,0,False,0,False,True,54.0,False,False,None,None,0.0,4,1,4.2,Cash on Delivery,Toys & Baby,Value,1,True,1761.48,False,0,4.6,18.26,True,False,13.2,0.886,,2630.25,1315.12,0.0,Mid Value,244.0,83.0
SESS1000055,CUST101073,2024-04-08,Monday,21,Spring,18,Female,Lower-Middle,Tier 1,Mobile,Direct,Regular,7,8.0,2.59,1,0,1,False,0,False,False,0.0,False,False,None,None,0.0,4,0,4.0,UPI,Grocery,Budget,0,False,0.0,False,0,,,True,False,2.9,0.0,,351.86,351.86,1.0,Low Value,8.0,0.8
SESS1000056,CUST121452,2025-04-12,Saturday,9,Spring,36,Female,Upper-Middle,Tier 1,Desktop,Organic Search,Occasional,1,58.0,6.48,6,2,3,False,0,False,True,18.0,False,False,None,None,0.0,7,0,3.6,UPI,Toys & Baby,Value,0,False,0.0,False,0,,,True,False,15.5,0.629,,2906.04,2906.04,0.0,Mid Value,58.0,3.0
SESS1000057,CUST111249,2025-07-25,Friday,12,Monsoon,24,Male,Lower-Middle,Tier 2,Mobile,Paid Search,Regular,3,75.0,13.07,8,2,0,True,1,False,True,14.0,True,False,None,None,0.0,6,0,3.7,UPI,Books & Stationery,Budget,1,True,268.05,False,0,4.0,14.62,True,False,27.1,0.6,1.0,1331.65,332.91,0.5,Mid Value,75.0,26.1
SESS1000058,CUST117653,2025-07-29,Tuesday,14,Monsoon,33,Female,High,Tier 2,Desktop,Organic Search,Regular,3,19.0,9.21,6,5,3,False,0,False,True,14.0,False,True,Seasonal Sale,Flat Amount Off,155.0,3,0,4.4,Credit Card,Mobiles,Luxury,1,True,27636.76,False,0,4.4,17.0,True,False,21.2,0.6,,38031.06,19015.53,0.0,High Value,19.0,9.9
SESS1000059,CUST117088,2025-12-17,Wednesday,20,Winter Sale,26,Male,Upper-Middle,Tier 2,Mobile,Social Media,Regular,7,129.0,5.07,4,2,1,False,0,False,True,9.0,False,True,Loyalty Reward,Free Gift,312.0,6,0,3.1,Debit Card,Beauty & Personal Care,Budget,0,False,0.0,False,0,,,True,False,9.8,0.564,,0.0,0.0,0.0,No Purchase Yet,129.0,0.0
SESS1000060,CUST120677,2025-06-12,Thursday,21,Summer,18,Other,Lower-Middle,Tier 2,Mobile,Email,Occasional,1,182.0,3.92,6,3,1,True,3,True,False,0.0,False,True,Flash Sale,Free Gift,349.0,5,0,3.7,Cash on Delivery,Fashion,Budget,0,False,0.0,False,0,,,True,False,22.2,0.0,0.0,14959.15,14959.15,0.0,High Value,182.0,16.5
SESS1000061,CUST114691,2024-11-05,Tuesday,18,Festive Season,30,Female,Lower-Middle,Tier 2,Mobile,Social Media,Regular,5,27.0,16.25,9,5,4,True,2,False,False,0.0,True,False,None,None,0.0,4,0,4.1,Credit Card,Home & Kitchen,Premium,1,True,1470.54,False,0,3.0,22.15,True,True,40.0,0.0,1.0,9735.07,1947.01,0.0,High Value,27.0,0.3
SESS1000062,CUST123159,2024-12-23,Monday,20,Winter Sale,27,Male,High,Tier 1,Mobile,Direct,Regular,3,63.0,2.97,4,1,0,False,0,False,True,7.0,False,True,Clearance,Free Gift,327.0,3,0,4.2,UPI,Electronics,Premium,0,False,0.0,False,0,,,True,False,5.7,0.55,,804.69,804.69,0.0,Mid Value,63.0,48.2
SESS1000063,CUST107512,2024-12-08,Sunday,10,Winter Sale,36,Male,Lower-Middle,Tier 1,Mobile,Social Media,New,0,,4.95,9,3,5,False,0,False,True,23.0,True,True,Loyalty Reward,Cashback,141.0,5,3,4.5,Debit Card,Grocery,Budget,1,True,269.55,False,0,2.1,13.64,False,False,21.6,0.664,,269.55,269.55,0.0,Low Value,,170.1
SESS1000064,CUST111393,2025-08-10,Sunday,16,Monsoon,24,Male,Low,Tier 3,Tablet,Direct,Occasional,1,64.0,2.44,5,1,1,False,0,False,False,0.0,False,False,None,None,0.0,6,0,4.0,UPI,Electronics,Value,0,False,0.0,False,0,,,True,False,7.7,0.0,,0.0,0.0,0.0,No Purchase Yet,64.0,20.5
SESS1000065,CUST107037,2025-09-21,Sunday,18,Festive Lead-in,24,Female,Upper-Middle,Tier 2,Mobile,Organic Search,Occasional,2,48.0,3.61,1,1,3,True,1,True,True,32.0,True,True,New Launch,Buy One Get One,50.0,5,0,3.7,Cash on Delivery,Fashion,Budget,0,False,0.0,False,0,,,True,False,17.8,0.729,0.0,0.0,0.0,0.0,No Purchase Yet,48.0,9.7
SESS1000066,CUST109111,2024-06-08,Saturday,22,Summer,41,Female,Lower-Middle,Tier 2,Desktop,Affiliate,Occasional,1,86.0,8.72,2,1,2,True,1,False,False,0.0,True,True,Loyalty Reward,Buy One Get One,226.0,5,0,4.6,Credit Card,Electronics,Luxury,0,False,0.0,False,0,,,True,False,20.5,0.0,0.0,0.0,0.0,0.0,No Purchase Yet,86.0,10.8
SESS1000067,CUST108287,2025-10-03,Friday,19,Festive Season,40,Female,Low,Tier 3,Mobile,Organic Search,Regular,4,14.0,9.0,6,2,2,True,1,True,False,0.0,False,False,None,None,0.0,2,0,3.9,Cash on Delivery,Books & Stationery,Budget,0,False,0.0,False,0,,,True,False,25.7,0.0,0.0,0.0,0.0,0.0,No Purchase Yet,14.0,39.6
SESS1000068,CUST114294,2024-07-30,Tuesday,23,Monsoon,34,Female,High,Tier 1,Mobile,Organic Search,Occasional,2,235.0,3.96,3,2,3,True,1,False,False,0.0,False,False,None,None,0.0,8,0,4.3,UPI,Mobiles,Luxury,5,True,122661.92,False,0,3.3,26.37,True,False,21.2,0.0,1.0,122661.92,122661.92,0.0,High Value,235.0,51.6
SESS1000069,CUST122383,2024-09-11,Wednesday,11,Festive Lead-in,39,Male,Lower-Middle,Tier 1,Desktop,Direct,Occasional,1,62.0,1.63,4,2,2,False,0,False,False,0.0,False,False,None,None,0.0,7,0,3.4,Net Banking,Beauty & Personal Care,Budget,0,False,0.0,False,0,,,True,False,9.1,0.0,,753.12,753.12,0.0,Mid Value,62.0,2.6
